2016.0,1884.0,396517.0
2019.0,1859.0,396619.0
2018.0,1845.0,396721.0
2018.0,1835.0,396823.0
2017.0,1826.0,396925.0
2018.0,1806.0,397027.0
2018.0,1775.0,397129.0
2017.0,1860.0,397231.0
2017.0,2033.0,397333.0
2017.0,1998.0,397435.0
2016.0,1879.0,397537.0
2017.0,1797.0,397639.0
2018.0,1737.0,397741.0
2018.0,1865.0,397843.0
2018.0,1952.0,397945.0
2017.0,1973.0,398047.0
2015.0,1833.0,398149.0
2018.0,1762.0,398251.0
2021.0,1702.0,398353.0
2027.0,1650.0,398455.0
2030.0,1590.0,398557.0
2033.0,1539.0,398659.0
2035.0,1481.0,398761.0
2036.0,1431.0,398863.0
2038.0,1452.0,398965.0
2039.0,1421.0,399067.0
2042.0,1326.0,399169.0
2041.0,1278.0,399271.0
2044.0,1246.0,399373.0
2043.0,1192.0,399475.0
2044.0,1181.0,399577.0
2043.0,1284.0,399679.0
2043.0,1228.0,399781.0
2042.0,1162.0,399883.0
2039.0,1331.0,399985.0
2040.0,1326.0,400087.0
2039.0,1207.0,400189.0
2039.0,1211.0,400291.0
2040.0,1210.0,400393.0
2037.0,1343.0,400495.0
2037.0,1558.0,400597.0
2036.0,1925.0,400699.0
2034.0,1818.0,400801.0
2034.0,1647.0,400903.0
2033.0,1551.0,401005.0
2032.0,1505.0,401107.0
2033.0,1566.0,401209.0
2032.0,1889.0,401311.0
2034.0,1906.0,401413.0
2036.0,1715.0,401515.0
2038.0,1541.0,401617.0
2038.0,1451.0,401719.0
2041.0,1379.0,401821.0
2041.0,1303.0,401923.0
2042.0,1251.0,402025.0
2044.0,1185.0,402127.0
2044.0,1146.0,402229.0
2046.0,1143.0,402331.0
2046.0,1111.0,402433.0
2047.0,1072.0,402535.0
2047.0,1216.0,402637.0
2046.0,1189.0,402739.0
2047.0,1061.0,402841.0
2045.0,1039.0,402943.0
2043.0,1165.0,403045.0
2042.0,1211.0,403147.0
2043.0,1322.0,403249.0
2040.0,1697.0,403351.0
2042.0,1611.0,403453.0
2042.0,1436.0,403555.0
2041.0,1364.0,403657.0
2041.0,1292.0,403759.0
2039.0,1294.0,403861.0
2037.0,1511.0,403963.0
2039.0,1404.0,404065.0
2037.0,1264.0,404167.0
2037.0,1203.0,404269.0
2040.0,1175.0,404371.0
2040.0,1200.0,404473.0
2042.0,1310.0,404575.0
2047.0,1411.0,404677.0
2049.0,1258.0,404779.0
2049.0,1144.0,404881.0
2051.0,1096.0,404983.0
2050.0,1051.0,405085.0
2049.0,1011.0,405187.0
2050.0,996.0,405289.0
2048.0,958.0,405391.0
2049.0,929.0,405493.0
2048.0,918.0,405595.0
2048.0,895.0,405697.0
2048.0,871.0,405799.0
2047.0,909.0,405901.0
2046.0,967.0,406003.0
2044.0,954.0,406105.0
2043.0,904.0,406207.0
2043.0,962.0,406309.0
2044.0,996.0,406411.0
2042.0,1093.0,406513.0
2040.0,1443.0,406615.0
